0.000E+00	1.309E+09
3.882E-02	1.309E+09
3.883E-02	1.309E+09
3.884E-02	1.309E+09
3.885E-02	1.309E+09
3.886E-02	1.309E+09
3.887E-02	1.309E+09
3.888E-02	1.309E+09
3.889E-02	1.309E+09
3.890E-02	1.309E+09
3.891E-02	1.309E+09
3.892E-02	1.309E+09
3.893E-02	1.309E+09
3.894E-02	1.309E+09
3.895E-02	1.309E+09
3.897E-02	1.308E+09
3.898E-02	1.308E+09
3.899E-02	1.308E+09
3.901E-02	1.308E+09
3.903E-02	1.308E+09
3.904E-02	1.308E+09
3.906E-02	1.308E+09
3.908E-02	1.308E+09
3.910E-02	1.308E+09
3.912E-02	1.308E+09
3.915E-02	1.308E+09
3.917E-02	1.308E+09
3.920E-02	1.308E+09
3.923E-02	1.308E+09
3.926E-02	1.308E+09
3.930E-02	1.307E+09
3.934E-02	1.307E+09
3.938E-02	1.306E+09
3.942E-02	1.306E+09
3.947E-02	1.306E+09
3.952E-02	1.306E+09
3.957E-02	1.305E+09
3.963E-02	1.305E+09
3.969E-02	1.305E+09
3.976E-02	1.304E+09
3.983E-02	1.303E+09
3.991E-02	1.303E+09
3.999E-02	1.302E+09
4.008E-02	1.302E+09
4.018E-02	1.301E+09
4.029E-02	1.300E+09
4.040E-02	1.299E+09
4.053E-02	1.299E+09
4.066E-02	1.297E+09
4.081E-02	1.297E+09
4.097E-02	1.296E+09
4.114E-02	1.294E+09
4.133E-02	1.293E+09
4.154E-02	1.292E+09
4.176E-02	1.290E+09
4.200E-02	1.288E+09
4.227E-02	1.287E+09
4.256E-02	1.285E+09
4.287E-02	1.283E+09
4.322E-02	1.280E+09
4.359E-02	1.278E+09
4.400E-02	1.276E+09
4.445E-02	1.273E+09
4.495E-02	1.271E+09
4.549E-02	1.268E+09
4.607E-02	1.265E+09
4.672E-02	1.261E+09
4.742E-02	1.256E+09
4.819E-02	1.252E+09
4.903E-02	1.247E+09
4.995E-02	1.242E+09
5.095E-02	1.237E+09
5.205E-02	1.230E+09
5.324E-02	1.223E+09
5.455E-02	1.216E+09
5.597E-02	1.209E+09
5.751E-02	1.200E+09
5.919E-02	1.191E+09
6.102E-02	1.182E+09
6.299E-02	1.172E+09
6.513E-02	1.161E+09
6.744E-02	1.150E+09
6.992E-02	1.138E+09
7.259E-02	1.125E+09
7.546E-02	1.111E+09
7.850E-02	1.099E+09
8.177E-02	1.084E+09
8.524E-02	1.068E+09
8.893E-02	1.052E+09
9.282E-02	1.035E+09
9.692E-02	1.017E+09
1.012E-01	9.999E+08
1.057E-01	9.813E+08
1.104E-01	9.626E+08
1.153E-01	9.439E+08
1.203E-01	9.253E+08
1.255E-01	9.060E+08
1.308E-01	8.867E+08
1.362E-01	8.681E+08
1.418E-01	8.500E+08
1.474E-01	8.314E+08
1.530E-01	8.139E+08
1.587E-01	7.970E+08
1.645E-01	7.802E+08
1.702E-01	7.645E+08
1.761E-01	7.501E+08
1.817E-01	7.356E+08
1.874E-01	7.224E+08
1.930E-01	7.104E+08
1.985E-01	6.995E+08
2.040E-01	6.893E+08
2.093E-01	6.797E+08
2.146E-01	6.718E+08
2.198E-01	6.646E+08
2.249E-01	6.586E+08
2.299E-01	6.532E+08
2.349E-01	6.496E+08
2.397E-01	6.459E+08
2.445E-01	6.441E+08
2.491E-01	6.429E+08
2.537E-01	6.423E+08
2.582E-01	6.429E+08
2.627E-01	6.441E+08
2.671E-01	6.465E+08
2.714E-01	6.496E+08
2.757E-01	6.532E+08
2.800E-01	6.574E+08
2.842E-01	6.628E+08
2.883E-01	6.688E+08
2.925E-01	6.754E+08
2.966E-01	6.827E+08
3.007E-01	6.905E+08
3.047E-01	6.989E+08
3.088E-01	7.080E+08
3.129E-01	7.176E+08
3.170E-01	7.284E+08
3.210E-01	7.393E+08
3.251E-01	7.513E+08
3.292E-01	7.633E+08
3.333E-01	7.760E+08
3.375E-01	7.898E+08
3.417E-01	8.037E+08
3.459E-01	8.187E+08
3.501E-01	8.338E+08
3.544E-01	8.500E+08
3.587E-01	8.663E+08
3.631E-01	8.837E+08
3.675E-01	9.012E+08
3.719E-01	9.199E+08
3.764E-01	9.391E+08
3.810E-01	9.590E+08
3.856E-01	9.795E+08
3.903E-01	1.001E+09
3.950E-01	1.022E+09
3.998E-01	1.044E+09
4.047E-01	1.068E+09
4.096E-01	1.092E+09
4.146E-01	1.117E+09
4.197E-01	1.143E+09
4.249E-01	1.169E+09
4.301E-01	1.196E+09
4.354E-01	1.224E+09
4.408E-01	1.253E+09
4.463E-01	1.282E+09
4.519E-01	1.313E+09
4.576E-01	1.344E+09
4.633E-01	1.376E+09
4.692E-01	1.409E+09
4.751E-01	1.444E+09
4.812E-01	1.479E+09
4.873E-01	1.515E+09
4.936E-01	1.553E+09
5.000E-01	1.590E+09
5.065E-01	1.630E+09
5.131E-01	1.671E+09
5.198E-01	1.712E+09
5.267E-01	1.755E+09
5.336E-01	1.799E+09
5.407E-01	1.843E+09
5.480E-01	1.890E+09
5.554E-01	1.938E+09
5.629E-01	1.987E+09
5.706E-01	2.037E+09
5.784E-01	2.088E+09
5.864E-01	2.142E+09
5.946E-01	2.197E+09
6.029E-01	2.253E+09
6.114E-01	2.310E+09
6.200E-01	2.369E+09
6.289E-01	2.430E+09
6.379E-01	2.492E+09
6.471E-01	2.556E+09
6.565E-01	2.622E+09
6.660E-01	2.689E+09
6.758E-01	2.758E+09
6.858E-01	2.829E+09
6.960E-01	2.902E+09
7.064E-01	2.977E+09
7.170E-01	3.053E+09
7.278E-01	3.132E+09
7.388E-01	3.212E+09
7.501E-01	3.295E+09
7.615E-01	3.380E+09
7.732E-01	3.466E+09
7.852E-01	3.555E+09
7.973E-01	3.647E+09
8.097E-01	3.740E+09
8.224E-01	3.837E+09
8.352E-01	3.935E+09
8.484E-01	4.036E+09
8.617E-01	4.139E+09
8.753E-01	4.245E+09
8.892E-01	4.353E+09
9.034E-01	4.464E+09
9.177E-01	4.578E+09
9.324E-01	4.694E+09
9.473E-01	4.814E+09
9.625E-01	4.936E+09
9.779E-01	5.061E+09
9.937E-01	5.189E+09
1.010E+00	5.322E+09
1.026E+00	5.456E+09
1.042E+00	5.594E+09
1.059E+00	5.735E+09
1.076E+00	5.879E+09
1.094E+00	6.026E+09
1.111E+00	6.177E+09
1.129E+00	6.333E+09
1.148E+00	6.490E+09
1.166E+00	6.652E+09
1.185E+00	6.821E+09
1.204E+00	6.989E+09
1.224E+00	7.170E+09
1.243E+00	7.344E+09
1.263E+00	7.531E+09
1.284E+00	7.718E+09
1.304E+00	7.910E+09
1.325E+00	8.103E+09
1.346E+00	8.308E+09
1.368E+00	8.512E+09
1.390E+00	8.723E+09
1.412E+00	8.940E+09
1.435E+00	9.162E+09
