5.469030E+00	1.271162E-20
5.492625E+00	1.678189E-20
5.515690E+00	2.191127E-20
5.547648E+00	3.018967E-20
5.572470E+00	3.940492E-20
5.584080E+00	5.806578E-20
5.610771E+00	9.382394E-20
5.624403E+00	1.185034E-19
5.642500E+00	1.582273E-19
5.694235E+00	2.082482E-19
5.732276E+00	2.769342E-19
5.774921E+00	3.719496E-19
5.799796E+00	5.140972E-19
5.837657E+00	7.668241E-19
5.903379E+00	1.188171E-18
5.947398E+00	1.645766E-18
6.001983E+00	2.215532E-18
6.043265E+00	3.040673E-18
6.091557E+00	4.130361E-18
6.177012E+00	6.351681E-18
6.289888E+00	9.933307E-18
6.390248E+00	1.518782E-17
6.528984E+00	2.319948E-17
6.663221E+00	3.408687E-17
6.776010E+00	4.859485E-17
6.882727E+00	6.318065E-17
6.997922E+00	8.919900E-17
7.154422E+00	1.243063E-16
7.342185E+00	1.779835E-16
7.575533E+00	2.734850E-16
7.792686E+00	3.664918E-16
7.949125E+00	4.782018E-16
8.124255E+00	5.913679E-16
8.345233E+00	7.568115E-16
8.563469E+00	9.748664E-16
8.805958E+00	1.276412E-15
9.048386E+00	1.565206E-15
9.259891E+00	1.877029E-15
9.473987E+00	2.272301E-15
9.706265E+00	2.585239E-15
9.931316E+00	2.999911E-15
1.014507E+01	3.312353E-15
1.034386E+01	3.740998E-15
1.060640E+01	4.340797E-15
1.092511E+01	4.757585E-15
1.120636E+01	5.387145E-15
1.143135E+01	5.868026E-15
1.165634E+01	6.363015E-15
1.188132E+01	6.868651E-15
1.218130E+01	7.651843E-15
1.248126E+01	8.296330E-15
1.276252E+01	9.445241E-15
1.304372E+01	1.002135E-14
1.326867E+01	1.048087E-14
1.349364E+01	1.121195E-14
1.371859E+01	1.162057E-14
1.396231E+01	1.251532E-14
1.416852E+01	1.311920E-14
1.435597E+01	1.338477E-14
1.461844E+01	1.448022E-14
1.488086E+01	1.493942E-14
1.510583E+01	1.590944E-14
1.533080E+01	1.686606E-14
1.555572E+01	1.716763E-14
1.581816E+01	1.795380E-14
1.604311E+01	1.860814E-14
